"f_proposer_index","f_slot","f_graffiti","f_pool_name"
292266,3936127,"RP-GN v1.4.0 (Alea iacta est.)","rocket_pool"
268275,3936192,"RP-GL v1.4.1","rocket_pool"
267004,3935797,"RP-L v1.3.1 (sw00t)","rocket_pool"
260706,3952991,"RP-BL v1.4.1 (peace is a lie)","rocket_pool"
281733,3952892,"RP-P v1.3.1","rocket_pool"
312957,3952917,"RP-L v1.3.1 (no rulers)","rocket_pool"
296827,3953071,"RP-L v1.3.1 (Ultraviolet)","rocket_pool"
261581,3952994,"RP-GT v1.4.1","rocket_pool"
393469,3952999,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
290136,3954436,"Rocket Pool ⚡️Allnodes","rocket_pool"
300015,3953353,"RP-GT v1.4.0","rocket_pool"
274402,3954106,"Rocket Pool ⚡️Allnodes","rocket_pool"
267416,3954213,"Rocket Pool ⚡️Allnodes","rocket_pool"
366742,3954238,"RP-L 1.3.0 (songadaymann)","rocket_pool"
334400,3954257,"RP-GT v1.4.0","rocket_pool"
260911,3954594,"RP-BT v1.4.0 (_80c_)","rocket_pool"
327948,3953208,"RP-L v1.2.1","rocket_pool"
313097,3953226,"RP-N v1.2.4","rocket_pool"
300004,3953261,"RP-GT v1.4.0","rocket_pool"
305401,3953818,"RP-GL v1.4.1","rocket_pool"
302364,3953845,"RP-N v1.2.4","rocket_pool"
260705,3954324,"RP-L v1.2.4","rocket_pool"
263510,3954543,"RP-T v1.3.1","rocket_pool"
267944,3954417,"RP-GN v1.4.0 (Alea iacta est.)","rocket_pool"
307517,3954643,"RP-L 1.3.0 (🚀 💸)","rocket_pool"
274285,3954683,"RP-P v1.3.1","rocket_pool"
332130,3955075,"RP-GP v1.4.1 (sushi)","rocket_pool"
282279,3954756,"Rocket Pool ⚡️Allnodes","rocket_pool"
282277,3954778,"RP-GN v1.4.0","rocket_pool"
262690,3955147,"RP-T v1.3.1","rocket_pool"
269540,3954893,"Rocket Pool ⚡️Allnodes","rocket_pool"
312344,3955392,"RP-GL v1.4.0","rocket_pool"
331664,3955188,"RP-GN v1.4.1 (viktor&gita)","rocket_pool"
260645,3955244,"Rocket Pool ⚡️Allnodes","rocket_pool"
260775,3955426,"RP-T v1.3.1","rocket_pool"
388830,3955512,"RP-T v1.3.1","rocket_pool"
395771,3955517,"RP-T v1.3.1","rocket_pool"
313365,3956034,"RP-N v1.2.4","rocket_pool"
260647,3956131,"RP-BN v1.4.1","rocket_pool"
314347,3956189,"RP-N v1.2.4","rocket_pool"
292272,3956287,"RP-GL v1.4.0","rocket_pool"
263373,3956401,"RP-GN v1.4.1 (PlaidyNimbusBlok)","rocket_pool"
314334,3956517,"RP-N v1.2.4","rocket_pool"
331476,3956676,"RP-L 1.3.0","rocket_pool"
262708,3956692,"Rocket Pool ⚡️Allnodes","rocket_pool"
275226,3956763,"RP-XL v1.4.1","rocket_pool"
293604,3956768,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
292705,3956775,"RP-BT v1.4.0 (Mr Fox)","rocket_pool"
314345,3956811,"RP-N v1.2.4","rocket_pool"
296190,3956880,"Rocket Pool ⚡️Allnodes","rocket_pool"
269041,3956888,"RP-GN v1.4.1 (thankucomeagain)","rocket_pool"
299116,3956948,"RP-GL v1.4.0","rocket_pool"
362093,3957025,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
329427,3957093,"RP-N v1.2.4","rocket_pool"
332671,3957244,"RP-L 1.3.0","rocket_pool"
332217,3957266,"RP-L 1.3.0","rocket_pool"
331512,3957446,"RP-T v1.3.1","rocket_pool"
267527,3957507,"RP-T v1.3.1","rocket_pool"
313301,3957574,"RP-N v1.2.4","rocket_pool"
286801,3957626,"RP-GL v1.4.1","rocket_pool"
325001,3957629,"RP-N v1.2.4","rocket_pool"
288454,3957648,"RP-GL v1.4.0","rocket_pool"
271572,3957734,"Rocket Pool ⚡️Allnodes","rocket_pool"
271077,3957873,"Rocket Pool ⚡️Allnodes","rocket_pool"
262949,3957935,"RP-BN v1.4.1","rocket_pool"
344432,3957983,"RP-GN v1.4.0","rocket_pool"
369364,3958021,"Rocket Pool ⚡️Allnodes","rocket_pool"
301578,3958028,"RP-N v1.2.4","rocket_pool"
324532,3958046,"RP-L v1.2.3 (I'm a noob)","rocket_pool"
276116,3958159,"RP-GN v1.4.1 (//Kushim.eth//)","rocket_pool"
273198,3958214,"RP-N v1.2.4","rocket_pool"
260658,3958318,"RP-GL v1.4.1","rocket_pool"
345232,3958328,"RP-NN v1.4.1 (thefrenchies)","rocket_pool"
364055,3958329,"RP-L v1.3.1 (freeyourmind)","rocket_pool"
275270,3958366,"Rocket Pool ⚡️Allnodes","rocket_pool"
267040,3958394,"RP-GP v1.4.1","rocket_pool"
355660,3958435,"RP-L v1.3.1 (BOOOOTTTSSS)","rocket_pool"
275225,3958538,"RP-L 1.3.0 (lovenpeace)","rocket_pool"
266929,3958551,"RP-T v1.3.1","rocket_pool"
265061,3958709,"RP-L v1.3.1","rocket_pool"
281219,3958786,"Rocket Pool ⚡️Allnodes","rocket_pool"
305009,3958814,"RP-GL v1.4.1","rocket_pool"
281796,3958905,"RP-GL v1.4.1","rocket_pool"
275810,3958958,"RP-N v1.2.4","rocket_pool"
263902,3958960,"RP-GL v1.4.0","rocket_pool"
313765,3959044,"RP-NN v1.4.1 (meek was here)","rocket_pool"
325623,3959195,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
282546,3959268,"Rocket Pool ⚡️Allnodes","rocket_pool"
314179,3959309,"RP-N v1.2.4","rocket_pool"
276506,3959372,"RP-GL v1.4.1","rocket_pool"
267691,3959423,"RP-L 1.3.0","rocket_pool"
296832,3959451,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
331394,3959454,"RP-N v1.2.4","rocket_pool"
299494,3959476,"RP-GL v1.4.1","rocket_pool"
324640,3959521,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
314179,3959685,"RP-N v1.2.4","rocket_pool"
332147,3959822,"RP-GN v1.4.1 (luzilinburhuc)","rocket_pool"
280228,3959860,"Rocket Pool ⚡️Allnodes","rocket_pool"
262959,3959957,"RP-BN v1.4.1","rocket_pool"
331942,3959974,"RP-GT v1.4.1 (Riddle Boykin)","rocket_pool"
295396,3960074,"RP-N v1.2.4","rocket_pool"
275946,3960076,"RP-GL v1.4.1 (FootDogHotLong)","rocket_pool"
268351,3960083,"RP-GL v1.4.1","rocket_pool"
261360,3960126,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
291731,3960142,"RP-GL v1.4.1","rocket_pool"
257562,3960155,"Rocket Pool ⚡️Allnodes","rocket_pool"
312978,3960379,"(o0o Dinochrome Brigade o0o)","rocket_pool"
300001,3960519,"RP-GT v1.4.0","rocket_pool"
267923,3960548,"RP-GT v1.4.1 (-regulator-)","rocket_pool"
261247,3960556,"RP-GL v1.4.1 (med rare)","rocket_pool"
279973,3960684,"Rocket Pool ⚡️Allnodes","rocket_pool"
290140,3960774,"RP-BL v1.4.1 (Lord Verulam)","rocket_pool"
392563,3960813,"Rocket Pool ⚡️Allnodes","rocket_pool"
276296,3960923,"Rocket Pool ⚡️Allnodes","rocket_pool"
332665,3960932,"RP-GT v1.4.1 (krthk)","rocket_pool"
263914,3960946,"RP-GT v1.4.0","rocket_pool"
281798,3960982,"RP-GL v1.4.0","rocket_pool"
301363,3961087,"RP-GL v1.4.1","rocket_pool"
260652,3961197,"RP-N v1.4.1","rocket_pool"
262579,3961222,"RP-L v1.2.1 (rpl.solidblu.eth)","rocket_pool"
325597,3961225,"RP-GN v1.4.0 (Send Monkey News)","rocket_pool"
369334,3961569,"RP-L 1.3.0","rocket_pool"
262311,3961869,"RP-GP v1.4.0 (rocketpoolnode)","rocket_pool"
395786,3961951,"RP-T v1.3.1","rocket_pool"
267422,3961958,"teku/v22.5.2","rocket_pool"
273549,3962002,"RP-T v1.1.3","rocket_pool"
260720,3962203,"RP-GL v1.4.1","rocket_pool"
299562,3962320,"RP-GL v1.4.1","rocket_pool"
287761,3962402,"Rocket Pool ⚡️Allnodes","rocket_pool"
312150,3962403,"RP-GL v1.4.1","rocket_pool"
260594,3962424,"boodle | gw:653462fff9f0","rocket_pool"
324536,3962628,"RP-L v1.2.3 (I'm a noob)","rocket_pool"
257544,3962644,"RP-NN v1.4.1 (thefrenchies)","rocket_pool"
308773,3962661,"RP-GL v1.4.1","rocket_pool"
268880,3962696,"RP-T v1.3.1","rocket_pool"
295767,3962739,"RP-N v1.2.4","rocket_pool"
261745,3962773,"RP-GT v1.4.0","rocket_pool"
299810,3962839,"RP-GL v1.4.1","rocket_pool"
267967,3962870,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
335533,3962925,"RP-P v1.3.1 (+1 psilocybin)","rocket_pool"
261333,3963006,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
313769,3963017,"RP-GL v1.4.0","rocket_pool"
347140,3963026,"Rocket Pool ⚡️Allnodes","rocket_pool"
291019,3963031,"RP-GT v1.4.1 (sunnyb.eth :))","rocket_pool"
267529,3963061,"RP-GL v1.4.1 (Answer is 42)","rocket_pool"
328603,3963077,"RP-GL v1.4.1","rocket_pool"
285265,3963093,"Rocket Pool ⚡️Allnodes","rocket_pool"
282769,3963192,"RP-GL v1.4.1","rocket_pool"
312979,3963247,"(o0o Dinochrome Brigade o0o)","rocket_pool"
278088,3963360,"RP-GT v1.4.0","rocket_pool"
327924,3963485,"RP-L v1.2.1","rocket_pool"
310480,3963552,"RP-GL v1.4.1","rocket_pool"
354205,3963687,"RP-BT v1.4.1","rocket_pool"
262834,3963700,"RP-GL v1.4.1","rocket_pool"
267543,3963707,"RP-NL v1.4.1","rocket_pool"
349392,3963849,"Rocket Pool ⚡️Allnodes","rocket_pool"
260732,3963907,"Rocket Pool ⚡️Allnodes","rocket_pool"
289019,3964010,"RP-L v1.3.1 (no rulers)","rocket_pool"
332680,3964088,"RP-GT v1.4.1 (Riddle Boykin)","rocket_pool"
270519,3964150,"Rocket Pool ⚡️Allnodes","rocket_pool"
260550,3964267,"RP-GP v1.4.1","rocket_pool"
266945,3964384,"Memlax-RP","rocket_pool"
299130,3964612,"Rocket Pool ⚡️Allnodes","rocket_pool"
292375,3964648,"RP-BT v1.4.0 (Mr Fox)","rocket_pool"
276085,3964722,"RP-GN v1.4.1 (waqwaqattack)","rocket_pool"
268405,3964999,"RP-GL v1.4.1","rocket_pool"
297047,3965028,"RP-GL v1.4.1","rocket_pool"
385761,3965042,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
283174,3965050,"RP-NN v1.4.1 (meek was here)","rocket_pool"
260651,3965055,"RP-GP v1.4.0","rocket_pool"
302888,3965103,"RP-GL v1.4.1","rocket_pool"
395350,3965484,"xrchz","rocket_pool"
303893,3965508,"Rocket Pool ⚡️Allnodes","rocket_pool"
299495,3965555,"RP-GL v1.4.1","rocket_pool"
308772,3965757,"RP-GL v1.4.1","rocket_pool"
272937,3965760,"RP-P v1.1.0","rocket_pool"
344844,3965836,"RP-GL v1.4.0 (I love you Jenny)","rocket_pool"
272647,3965952,"RP-NN v1.4.1 (meek was here)","rocket_pool"
290438,3965997,"RP-BT v1.4.0 (Mr Fox)","rocket_pool"
268484,3966108,"RP-BL v1.4.1 (E&A Forever)","rocket_pool"
260567,3966177,"RP-T v1.2.4","rocket_pool"
312120,3966280,"RP-N v1.2.4","rocket_pool"
329541,3966307,"RP-L v1.2.1","rocket_pool"
273228,3966360,"RP-P 1.3.0 (Meong)","rocket_pool"
332994,3966424,"RP-GL v1.4.1","rocket_pool"
295402,3966481,"RP-N v1.2.4","rocket_pool"
260710,3966515,"RP-BL v1.4.1 (peace is a lie)","rocket_pool"
393350,3966542,"RP-GT v1.4.1 (Hi Archer)","rocket_pool"
349241,3966728,"AVADO","rocket_pool"
279917,3966768,"RP-T 1.3.0","rocket_pool"
384710,3966808,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
313216,3966837,"RP-N v1.2.4","rocket_pool"
395736,3966917,"RP-T v1.3.1","rocket_pool"
267541,3966953,"RP-L v1.2.4 (Lighthouse baby!)","rocket_pool"
313894,3966959,"RP-NN v1.4.1 (meek was here)","rocket_pool"
388081,3967259,"RP-GL v1.4.0","rocket_pool"
314567,3967328,"RP-GL v1.4.1","rocket_pool"
314554,3967560,"RP-GL v1.4.1","rocket_pool"
393031,3967563,"Rocket Pool ⚡️Allnodes","rocket_pool"
290112,3967864,"RP-BN v1.4.1 (Hitsuzen.eth)","rocket_pool"
393357,3967877,"RP-T v1.3.1","rocket_pool"
260678,3968004,"RP-L v1.2.4","rocket_pool"
260912,3968013,"RP-GL v1.4.1","rocket_pool"
364600,3968034,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
282279,3968135,"Rocket Pool ⚡️Allnodes","rocket_pool"
260707,3968280,"Rocket Pool ⚡️Allnodes","rocket_pool"
382775,3968299,"RP-GT v1.4.1","rocket_pool"
330331,3968355,"RP-N v1.2.4","rocket_pool"
334515,3968368,"RP-GN v1.4.0","rocket_pool"
324531,3968393,"RP-L v1.2.3 (I'm a noob)","rocket_pool"
344439,3968421,"Rocket Pool ⚡️Allnodes","rocket_pool"
268886,3968445,"Lighthouse/v2.3.0-6f73298","rocket_pool"
266284,3968554,"RP-GL v1.4.1 (ar-rpl)","rocket_pool"
279908,3968567,"RP-T 1.3.0","rocket_pool"
388857,3968570,"RP-GL v1.4.0 (Polpo)","rocket_pool"
273232,3968593,"RP-P 1.3.0 (Meong)","rocket_pool"
285315,3968608,"RP-NN v1.4.1 (meek was here)","rocket_pool"
397920,3968727,"Rocket Pool ⚡️Allnodes","rocket_pool"
391311,3968895,"RP-L v1.4.0","rocket_pool"
293604,3969010,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
332222,3969084,"RP-GL v1.4.1","rocket_pool"
267920,3969136,"RP-L v1.2.4","rocket_pool"
308986,3969174,"RP-N v1.2.4","rocket_pool"
289541,3969268,"RP-T v1.2.3","rocket_pool"
395803,3969448,"RP-T v1.3.1","rocket_pool"
267959,3969455,"RP-GT v1.4.1 (~ETH IS TRUTH~)","rocket_pool"
314339,3969513,"RP-N v1.2.4","rocket_pool"
301584,3969598,"RP-N v1.2.4","rocket_pool"
267510,3969649,"RP-BT v1.4.1","rocket_pool"
332999,3969839,"RP-GL v1.4.1","rocket_pool"
293618,3969840,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
257546,3969841,"RP-GL v1.4.1 (NachoBlockHomes)","rocket_pool"
331395,3969905,"Rocket Pool ⚡️Allnodes","rocket_pool"
267017,3969917,"RP-GT v1.4.1","rocket_pool"
275218,3970058,"RP-GP v1.4.1","rocket_pool"
369634,3970097,"Rocket Pool ⚡️Allnodes","rocket_pool"
271682,3970141,"RP-NN v1.4.1 (meek was here)","rocket_pool"
313762,3970172,"RP-NN v1.4.1 (meek was here)","rocket_pool"
267414,3970232,"RP-L 1.3.0","rocket_pool"
262707,3970330,"RP-GN v1.4.1","rocket_pool"
324850,3970360,"RP-N v1.2.4","rocket_pool"
315293,3970488,"RP-GN v1.4.1 (OI JOSUKE)","rocket_pool"
332082,3970565,"RP-XL v1.4.1 (wocket pool yay)","rocket_pool"
266720,3970584,"RP-GL v1.4.1 (boner4ever)","rocket_pool"
275216,3970632,"RP-GP v1.4.1","rocket_pool"
312107,3970808,"RP-GL v1.4.1","rocket_pool"
299109,3970847,"RP-GL v1.4.0","rocket_pool"
260898,3970902,"RP-GN v1.4.1","rocket_pool"
268304,3970958,"RP-GL v1.4.1","rocket_pool"
273248,3970961,"RP-P 1.3.0 (Meong)","rocket_pool"
269175,3971026,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
332116,3971068,"RP-L v1.2.4 (poop)","rocket_pool"
393428,3971256,"Rocket Pool ⚡️Allnodes","rocket_pool"
296825,3972043,"Rocket Pool ⚡️Allnodes","rocket_pool"
301595,3955595,"RP-GL v1.4.1","rocket_pool"
395780,3971453,"RP-T v1.3.1","rocket_pool"
312996,3971483,"RP-N v1.2.4","rocket_pool"
294938,3971489,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
354452,3971507,"Rocket Pool ⚡️Allnodes","rocket_pool"
307523,3971848,"RP-L v1.3.1 (Ultraviolet)","rocket_pool"
395426,3955352,"RP-GL v1.4.1 (&#127795;)","rocket_pool"
261715,3971720,"Rocket Pool ⚡️Allnodes","rocket_pool"
339929,3971827,"RP-GL v1.4.1 (J.Lohr PE)","rocket_pool"
262944,3972153,"RP-GL v1.4.1","rocket_pool"
291732,3972057,"RP-GL v1.4.1","rocket_pool"
289941,3971910,"RP-L 1.3.0 (dgn)","rocket_pool"
321290,3971911,"Rocket Pool ⚡️Allnodes","rocket_pool"
313399,3972068,"RP-GL v1.4.1 (so-stake-we-all)","rocket_pool"
279914,3972535,"RP-T 1.3.0","rocket_pool"
267377,3972245,"Rocket Pool ⚡️Allnodes","rocket_pool"
261058,3972538,"RP-GP v1.4.1","rocket_pool"
281226,3972601,"Rocket Pool ⚡️Allnodes","rocket_pool"
275276,3972611,"RP-N v1.2.4","rocket_pool"
304179,3973078,"RP-GL v1.4.1","rocket_pool"
270139,3972359,"Rocket Pool ⚡️Allnodes","rocket_pool"
282766,3972972,"RP-GL v1.4.1","rocket_pool"
313231,3973011,"RP-NN v1.4.1 (meek was here)","rocket_pool"
289366,3973021,"RP-N 1.3.0 (💕🕺😇💉)","rocket_pool"
275127,3972427,"RP-L 1.3.0 (BGRPL)","rocket_pool"
331385,3972438,"RP-N v1.2.4","rocket_pool"
260744,3972444,"RP-GL v1.4.1 (Bacon)","rocket_pool"
267909,3972448,"RP-BT v1.4.1 (binky bunnies)","rocket_pool"
260695,3972460,"RP-GN v1.4.1 (rocketpoolnimbus)","rocket_pool"
271687,3972469,"RP-NN v1.4.1 (meek was here)","rocket_pool"
272824,3972485,"RP-N v1.2.4","rocket_pool"
299515,3973639,"RP-GL v1.4.1","rocket_pool"
346153,3973423,"Rocket Pool ⚡️Allnodes","rocket_pool"
312062,3973458,"RP-GL v1.4.1","rocket_pool"
299494,3973466,"RP-GL v1.4.1","rocket_pool"
268400,3973776,"RP-GN v1.4.1","rocket_pool"
313027,3973794,"RP-NN v1.4.1 (meek was here)","rocket_pool"
282991,3973977,"RP-GT v1.4.1","rocket_pool"
269538,3974001,"Rocket Pool ⚡️Allnodes","rocket_pool"
313322,3974124,"RP-N v1.2.4","rocket_pool"
270508,3974151,"RP-GP v1.4.1 (sushi)","rocket_pool"
271683,3974191,"RP-NN v1.4.1 (meek was here)","rocket_pool"
313009,3974259,"RP-GL v1.4.1 (Go Rocketpool!)","rocket_pool"
327930,3974324,"RP-L v1.2.1","rocket_pool"
355664,3974331,"RP-BL v1.4.1 (MuP BaM !!! <3)","rocket_pool"
311112,3974474,"RP-GL v1.4.1","rocket_pool"
262946,3974518,"RP-GL v1.4.1","rocket_pool"
292043,3974525,"RP-L v1.3.1 (0x1a47d58)","rocket_pool"
267529,3974551,"RP-GL v1.4.1 (Answer is 42)","rocket_pool"
268257,3974554,"RP-L 1.3.0","rocket_pool"
326543,3974599,"RP-N v1.2.4","rocket_pool"
332835,3974643,"RP-GL v1.4.1","rocket_pool"
335169,3974709,"Rocket Pool ⚡️Allnodes","rocket_pool"
388784,3974884,"Rocket Pool ⚡️Allnodes","rocket_pool"
285265,3974912,"Rocket Pool ⚡️Allnodes","rocket_pool"
392979,3974994,"RP-GT v1.4.1","rocket_pool"
281292,3975063,"RP-BN v1.4.1","rocket_pool"
262708,3975157,"Rocket Pool ⚡️Allnodes","rocket_pool"
271084,3975212,"RP-GL v1.4.1","rocket_pool"
292870,3975300,"RP-GP v1.4.1","rocket_pool"
293621,3975308,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
314204,3975359,"RP-PL v1.4.1","rocket_pool"
267927,3975403,"RP-GN v1.4.1","rocket_pool"
299142,3975415,"Rocket Pool ⚡️Allnodes","rocket_pool"
350776,3975588,"RP-GL v1.4.1","rocket_pool"
275212,3975614,"RP-GP v1.4.1","rocket_pool"
325621,3975652,"RP-NL v1.4.1 (RocketPoolRocket)","rocket_pool"
294748,3975853,"Rocket Pool ⚡️Allnodes","rocket_pool"
329587,3975897,"RP-L v1.2.1","rocket_pool"
332654,3975916,"RP-GL v1.4.1","rocket_pool"
275231,3975975,"RP-GP v1.4.1","rocket_pool"
283170,3976040,"RP-N v1.2.1","rocket_pool"
290023,3976121,"RP-L v1.3.1 (MikeDawson<3sYou)","rocket_pool"
296540,3976202,"Rocket Pool ⚡️Allnodes","rocket_pool"
331944,3976237,"Rocket Pool ⚡️Allnodes","rocket_pool"
261755,3976415,"RP-GL v1.4.1","rocket_pool"
292274,3976433,"RP-GL v1.4.1","rocket_pool"
257551,3976460,"RP-GP v1.4.1 (Rocketpool)","rocket_pool"
314179,3976555,"RP-N v1.2.4","rocket_pool"
272820,3976564,"RP-N v1.2.4","rocket_pool"
306550,3976645,"RP-T v1.3.1 (moonshot.eth)","rocket_pool"
264779,3976912,"Rocket Pool ⚡️Allnodes","rocket_pool"
268910,3977081,"RP-BN v1.4.1","rocket_pool"
261351,3977248,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
277384,3977504,"RP-NN v1.4.1 (meek was here)","rocket_pool"
261309,3977555,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
257531,3977560,"RP-GL v1.4.1 (worthydk)","rocket_pool"
313023,3977622,"RP-GN v1.4.1","rocket_pool"
269156,3977733,"RP-GL v1.4.1 (ar-rpl)","rocket_pool"
268905,3977784,"RP-BT v1.4.1","rocket_pool"
341396,3977810,"RP-GL v1.4.1","rocket_pool"
395746,3977860,"RP-T v1.3.1","rocket_pool"
271678,3978012,"RP-NN v1.4.1 (meek was here)","rocket_pool"
369130,3978013,"RP-GL v1.4.1 (gigantum)","rocket_pool"
313000,3978055,"RP-N v1.2.4","rocket_pool"
313449,3978086,"RP-GL v1.4.1","rocket_pool"
313451,3978155,"RP-GL v1.4.1","rocket_pool"
266992,3978159,"RP-GL v1.4.1 (LookingForOwls?)","rocket_pool"
390801,3978187,"RP-T v1.3.1","rocket_pool"
354568,3978225,"RP-L 1.3.0 (bzzzt)","rocket_pool"
266975,3978282,"RP-T v1.3.1","rocket_pool"
263917,3978487,"RP-T v1.3.1 (C+A=R)","rocket_pool"
325001,3978505,"RP-N v1.2.4","rocket_pool"
313221,3978645,"RP-N v1.2.4","rocket_pool"
268346,3978671,"RP-GL v1.4.1","rocket_pool"
325119,3978846,"RP-N v1.2.4","rocket_pool"
315106,3978862,"RP-GL v1.4.1","rocket_pool"
299810,3978994,"RP-GL v1.4.1","rocket_pool"
313306,3979043,"RP-N v1.2.4","rocket_pool"
268916,3979134,"RP-GL v1.4.0","rocket_pool"
293626,3979194,"RP-L v1.2.3 (RP4LIFE)","rocket_pool"
395764,3979343,"RP-T v1.3.1","rocket_pool"
308703,3979434,"Rocket Pool ⚡️Allnodes","rocket_pool"
265519,3979436,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
261358,3979489,"RP-T v1.2.0 (yeet!)","rocket_pool"
316310,3979540,"Rocket Pool ⚡️Allnodes","rocket_pool"
321290,3979654,"Rocket Pool ⚡️Allnodes","rocket_pool"
267914,3979900,"RP-NL v1.4.1","rocket_pool"
312988,3980085,"RP-N v1.2.4","rocket_pool"
299491,3980119,"RP-GL v1.4.1","rocket_pool"
261176,3980184,"Rocket Pool ⚡️Allnodes","rocket_pool"
313378,3980198,"RP-N v1.2.4","rocket_pool"
295887,3980298,"RP-N v1.2.4","rocket_pool"
335715,3980451,"RP-L v1.3.1 (no rulers)","rocket_pool"
295889,3980582,"RP-N v1.2.4","rocket_pool"
289117,3980607,"RP-L v1.3.1 (cleaver)","rocket_pool"
329547,3980820,"RP-L v1.2.1","rocket_pool"
314539,3980839,"RP-GL v1.4.1","rocket_pool"
263508,3980894,"RP-T v1.3.1 (deukeyLovesJulie)","rocket_pool"
313769,3980994,"RP-GL v1.4.1","rocket_pool"
306701,3981039,"RP-GL v1.4.1","rocket_pool"
325612,3981263,"RP-PL v1.4.1","rocket_pool"
268561,3981284,"RP-BT v1.4.0 (_80c_)","rocket_pool"
331368,3981359,"RP-L 1.3.0 (EIK143FSD)","rocket_pool"
275514,3981382,"RP-T v1.0.0 (ETH)","rocket_pool"
260579,3981417,"RP-T v1.2.1 (PSLAVPROD)","rocket_pool"
307315,3981480,"RP-N v1.2.4","rocket_pool"
264770,3981595,"RP-GL v1.4.1 (the workshop)","rocket_pool"
395388,3981628,"RP-N 1.3.0","rocket_pool"
332241,3981792,"RP-GL v1.4.1","rocket_pool"
279929,3981798,"RP-GT v1.4.0","rocket_pool"
313009,3981838,"RP-GL v1.4.1 (Go Rocketpool!)","rocket_pool"
312711,3981868,"RP-L v1.3.1 (Ultraviolet)","rocket_pool"
393691,3982002,"Rocket Pool ⚡️Allnodes","rocket_pool"
260763,3982011,"RP-BT v1.4.1","rocket_pool"
313766,3982023,"RP-NN v1.4.1 (meek was here)","rocket_pool"
299995,3982041,"RP-GT v1.4.0","rocket_pool"
267416,3982219,"Rocket Pool ⚡️Allnodes","rocket_pool"
271670,3982275,"RP-NN v1.4.1 (meek was here)","rocket_pool"
276072,3982585,"Rocket Pool ⚡️Allnodes","rocket_pool"
295335,3982741,"Rocket Pool ⚡️Allnodes","rocket_pool"
393387,3982879,"RP-T v1.3.1","rocket_pool"
269167,3982954,"RP-GL v1.4.1","rocket_pool"
395789,3983037,"RP-T v1.3.1","rocket_pool"
275944,3983102,"RP-NN v1.4.1 (meek was here)","rocket_pool"
313023,3983219,"RP-GN v1.4.1","rocket_pool"
304721,3983226,"RP-BT v1.4.1 (Rocketpool)","rocket_pool"
295394,3983240,"RP-N v1.2.4","rocket_pool"
267793,3983346,"RP-NL v1.4.1","rocket_pool"
281737,3983403,"RP-GN v1.4.1","rocket_pool"
301579,3983486,"Rocket Pool ⚡️Allnodes","rocket_pool"
261730,3983517,"RP-GN v1.4.1 (Huntrossity)","rocket_pool"
331932,3983534,"RP-GL v1.4.1","rocket_pool"
299386,3983584,"RP-L v1.3.1 (Mr Aku was here)","rocket_pool"
285289,3983723,"RP-NN v1.4.1 (meek was here)","rocket_pool"
372058,3983762,"","rocket_pool"
327930,3983806,"RP-L v1.2.1","rocket_pool"
266201,3983855,"RP-T v1.3.1","rocket_pool"
313035,3983955,"RP-N v1.2.4","rocket_pool"
267537,3984001,"RP-L v1.2.4 (Lighthouse baby!)","rocket_pool"
388859,3984037,"RP-GL v1.4.0 (Polpo)","rocket_pool"
260651,3984047,"RP-GP v1.4.0","rocket_pool"
325171,3984077,"RP-GL v1.4.1 (rpdarcius)","rocket_pool"
267941,3984313,"RP-GN v1.4.1 (Alea iacta est.)","rocket_pool"
331936,3984346,"RP-N v1.2.4","rocket_pool"
282696,3984437,"RP-GL v1.4.1","rocket_pool"
260705,3984573,"RP-L v1.2.4","rocket_pool"
268217,3984630,"Rocket Pool ⚡️Allnodes","rocket_pool"
299512,3984658,"RP-GL v1.4.1","rocket_pool"
282989,3984829,"RP-GT v1.4.1","rocket_pool"
273211,3984872,"RP-NN v1.4.1 (meek was here)","rocket_pool"
313260,3984926,"RP-GL v1.4.1","rocket_pool"
313901,3984975,"RP-N v1.2.4","rocket_pool"
332106,3985030,"RP-L v1.3.1","rocket_pool"
313366,3985060,"(o0o Dinochrome Brigade o0o)","rocket_pool"
263374,3985083,"RP-GL v1.4.1","rocket_pool"
265779,3985178,"RP-GT v1.4.0 (Wuv Fay)","rocket_pool"
272803,3985322,"RP-BT v1.4.0","rocket_pool"
364618,3985400,"RP-GL v1.4.1 (DYKTMM)","rocket_pool"
