"f_proposer_index","f_slot","f_graffiti","f_pool_name"
435876,4849109,"RP-XT v1.6.4","rocket_pool"
292275,4849120,"RP-GL v1.6.4","rocket_pool"
357672,4849154,"Rocket Pool ⚡️Allnodes","rocket_pool"
410774,4849169,"RP-GL v1.6.4 (nomnom)","rocket_pool"
434686,4849522,"RP-XT v1.6.4 (yeow)","rocket_pool"
393349,4849822,"RP-GT v1.6.4 gw:672489ffa174","rocket_pool"
409101,4849835,"RP-XT v1.6.5 ($p00ky)","rocket_pool"
313108,4849836,"RP-GN v1.6.4","rocket_pool"
313769,4850199,"RP-BL v1.6.4 (BeGentleWMyBlock)","rocket_pool"
406224,4850259,"RP-XL v1.6.2 (King Shimmy)","rocket_pool"
332545,4850463,"RP-GL v1.6.2 (all in baby)","rocket_pool"
393669,4850848,"Rocket Pool ⚡️Allnodes","rocket_pool"
433966,4850879,"RP-XT v1.6.4","rocket_pool"
313451,4850890,"RP-GL v1.6.4","rocket_pool"
313220,4850934,"RP-GN v1.6.4","rocket_pool"
422028,4850936,"RP-XT v1.6.4","rocket_pool"
263383,4851203,"RP-GL v1.6.5","rocket_pool"
302364,4851622,"RP-GN v1.6.4","rocket_pool"
403613,4851632,"RP-NL v1.6.5 gw:647499ffdcaf","rocket_pool"
434930,4851669,"RP-XT v1.6.4","rocket_pool"
430265,4851744,"RP-XT v1.6.4","rocket_pool"
405595,4851787,"RP-GN v1.6.4 (lorem ipsum)","rocket_pool"
262949,4851848,"RP-GN v1.6.5 gw:654490ffb66a","rocket_pool"
434936,4851965,"RP-XT v1.6.4","rocket_pool"
411939,4851969,"Rocket Pool ⚡️Allnodes","rocket_pool"
429763,4851972,"Mr Money","rocket_pool"
266936,4852020,"RP-XT v1.6.4","rocket_pool"
261383,4852085,"Rocket Pool ⚡️Allnodes","rocket_pool"
337317,4852206,"Rocket Pool ⚡️Allnodes","rocket_pool"
335714,4852253,"RP-GL v1.6.3 (no rulers)","rocket_pool"
393478,4852351,"RP-BT v1.6.5 gw:665495ffaf72","rocket_pool"
302016,4852389,"RP-NN v1.6.5 gw:644471ffda9c","rocket_pool"
355661,4852397,"RP-GL v1.6.4 (MuP BaM !!! <3)","rocket_pool"
263680,4852422,"RP-GN v1.6.4 gw:683484ff9f7b","rocket_pool"
271086,4852561,"RP-GL v1.6.5","rocket_pool"
268317,4852590,"(o0o Dinochrome Brigade o0o)","rocket_pool"
426291,4852648,"RP-XT v1.6.4","rocket_pool"
411993,4852757,"RP-XL v1.6.4","rocket_pool"
282505,4852884,"RP-NN v1.6.5 (meek was here)","rocket_pool"
405961,4852978,"RP-GL v1.6.4","rocket_pool"
278087,4852991,"RP-XT v1.6.3","rocket_pool"
260946,4853153,"Rocket Pool ⚡️Allnodes","rocket_pool"
430335,4853238,"RP-GL v1.6.5","rocket_pool"
393283,4853365,"RP-XL: Eat my shorts 🩳","rocket_pool"
415467,4853410,"RP-GN v1.6.4","rocket_pool"
395762,4853456,"RP-XT v1.6.4","rocket_pool"
266980,4853573,"RP-GT v1.6.4","rocket_pool"
267418,4853595,"RP-GL v1.6.5","rocket_pool"
272827,4853653,"RP-GN v1.6.4","rocket_pool"
411313,4853662,"RP-XT v1.6.4","rocket_pool"
263401,4853969,"RP-GT v1.6.4","rocket_pool"
312084,4854022,"RP-GL v1.6.5","rocket_pool"
267032,4854048,"RP-GN v1.6.5","rocket_pool"
399827,4854061,"RP-GL v1.6.4 gw:661471ffa275","rocket_pool"
333033,4854176,"RP-GL v1.6.5","rocket_pool"
393669,4854210,"Rocket Pool ⚡️Allnodes","rocket_pool"
261252,4854281,"RP-GL v1.6.3","rocket_pool"
264799,4854354,"Je me souviens","rocket_pool"
313415,4854409,"RP-GL v1.6.4","rocket_pool"
267949,4854555,"RP-NL v1.6.5 gw:655494fff7ef","rocket_pool"
325114,4854568,"RP-GN v1.6.4","rocket_pool"
428099,4854632,"RP-GP v1.6.4 (DokiaCapital)","rocket_pool"
257559,4854638,"RP-GN v1.6.5 gw:655473ffaf77","rocket_pool"
404676,4854695,"RP-GT v1.6.4 gw:663501ffbe7c","rocket_pool"
267618,4854697,"RP-GL v1.6.5","rocket_pool"
269052,4854754,"RP-GN v1.6.5 gw:669461ffd58f","rocket_pool"
426308,4854809,"RP-XT v1.6.4","rocket_pool"
299452,4854821,"RP-GL v1.6.4","rocket_pool"
430392,4854825,"Rocket Pool ⚡️Allnodes","rocket_pool"
315218,4854848,"RP-BT v1.6.5","rocket_pool"
435818,4854956,"Rocket Pool ⚡️Allnodes","rocket_pool"
293760,4855077,"Rocket Pool ⚡️Allnodes","rocket_pool"
412833,4855132,"RP-BT v1.6.5","rocket_pool"
403583,4855166,"Rocket Pool ⚡️Allnodes","rocket_pool"
292271,4855239,"RP-GL v1.6.4","rocket_pool"
262321,4855400,"RP-BT v1.6.5 gw:682472ff5946","rocket_pool"
431989,4855453,"RP-XT v1.6.4","rocket_pool"
411339,4855463,"RP-XT v1.6.4","rocket_pool"
433968,4855551,"RP-XT v1.6.4","rocket_pool"
394784,4855570,"Rocket Pool ⚡️Allnodes","rocket_pool"
323023,4855588,"RP-GN v1.6.4","rocket_pool"
434921,4855614,"RP-XT v1.6.4","rocket_pool"
428060,4855709,"RP-GP v1.6.4 (DokiaCapital)","rocket_pool"
426323,4855711,"RP-XT v1.6.4","rocket_pool"
314570,4855913,"RP-XL v1.6.4","rocket_pool"
261346,4856017,"RP-XL v1.6.5 gw:666464ff9763","rocket_pool"
332243,4856036,"RP-GL v1.6.5","rocket_pool"
324852,4856039,"RP-GN v1.6.4","rocket_pool"
331836,4856119,"RP-GL v1.6.5","rocket_pool"
269862,4856156,"RP-GL v1.6.5","rocket_pool"
356040,4856339,"Avado Teku","rocket_pool"
399580,4856523,"RP-XT v1.6.4","rocket_pool"
260934,4856581,"Rocket Pool ⚡️Allnodes","rocket_pool"
282588,4856673,"Rocket Pool ⚡️Allnodes","rocket_pool"
422069,4856688,"RP-XT v1.6.4","rocket_pool"
388862,4856820,"RP-GL v1.6.4 (RP-BLinc117.eth)","rocket_pool"
324642,4856839,"RP-NL v1.6.5 gw:681488ffa47b","rocket_pool"
331606,4856886,"RP-GN v1.6.4","rocket_pool"
434330,4856897,"RP-XT v1.6.4","rocket_pool"
307519,4856975,"RP-BL v1.6.4 (Ultraviolet)","rocket_pool"
302353,4856982,"RP-GP v1.6.4 (sushi)","rocket_pool"
273570,4856993,"Rocket Pool ⚡️Allnodes","rocket_pool"
332680,4857010,"RP-GT v1.6.4 (Riddle Boykin   )","rocket_pool"
313015,4857027,"RP-GL v1.6.5","rocket_pool"
327951,4857059,"RP-GL v1.6.4","rocket_pool"
263475,4857087,"RP-XT v1.6.4","rocket_pool"
416774,4857133,"Rocket Pool ⚡️Allnodes","rocket_pool"
409273,4857172,"Rocket Pool ⚡️Allnodes","rocket_pool"
275738,4857185,"RP-GN v1.6.4","rocket_pool"
300220,4857241,"Rocket Pool ⚡️Allnodes","rocket_pool"
314570,4857299,"RP-XL v1.6.4","rocket_pool"
395390,4857315,"RP-NN v1.6.5 (<3 Ali&Adrienne)","rocket_pool"
423000,4857358,"RP-BT v1.6.4 (fujasonlowery)","rocket_pool"
302987,4857449,"Rocket Pool ⚡️Allnodes","rocket_pool"
275281,4857558,"RP-GN v1.6.4","rocket_pool"
313333,4857614,"RP-GN v1.6.4","rocket_pool"
434748,4857633,"RP-XL v1.6.3 (Fuck Bitcoin)","rocket_pool"
411386,4857659,"RP-XT v1.6.4","rocket_pool"
430283,4857711,"RP-XT v1.6.4","rocket_pool"
388076,4857713,"RP-XL v1.6.4","rocket_pool"
396664,4857737,"RP-GL v1.6.4 (RP-BLinc117.eth)","rocket_pool"
303892,4857750,"RP-GN v1.6.5 gw:670504ffb36f","rocket_pool"
412643,4857790,"Rocket Pool ⚡️Allnodes","rocket_pool"
416792,4857877,"Rocket Pool ⚡️Allnodes","rocket_pool"
412163,4857918,"RP-NL v1.6.4 (&#127795;)","rocket_pool"
260920,4857927,"RP-GN v1.6.5 gw:681495ffa071","rocket_pool"
296208,4857991,"Rocket Pool ⚡️Allnodes","rocket_pool"
392619,4858134,"RP-NL v1.6.5","rocket_pool"
267917,4858209,"RP-GL v1.6.4","rocket_pool"
325958,4858229,"RP-GL v1.6.5","rocket_pool"
282988,4858253,"RP-GL v1.6.5","rocket_pool"
261247,4858267,"RP-BL v1.6.5 (med rare)","rocket_pool"
430363,4858329,"RP-XT v1.6.4","rocket_pool"
260918,4858388,"RP-GL v1.6.5 gw:660478ffa667","rocket_pool"
415454,4858396,"RP-BL v1.6.3","rocket_pool"
262474,4858447,"Rocket Pool ⚡️Allnodes","rocket_pool"
395614,4858479,"RP-GL v1.6.4 (BOOOOTTTSSS)","rocket_pool"
288008,4858480,"Rocket Pool ⚡️Allnodes","rocket_pool"
395823,4858516,"RP-XT v1.6.4","rocket_pool"
411304,4858523,"RP-XT v1.6.4","rocket_pool"
266940,4858533,"RP-XT v1.6.4","rocket_pool"
265195,4858556,"RP-GT v1.6.4 gw:641488ffd58f","rocket_pool"
411356,4858560,"RP-XT v1.6.4","rocket_pool"
265524,4858564,"RP-XL v1.6.5 gw:682483ff9f7b","rocket_pool"
393184,4858619,"RP-NL v1.6.5","rocket_pool"
292282,4858638,"RP-GP v1.6.4","rocket_pool"
362148,4858659,"Rocket Pool ⚡️Allnodes","rocket_pool"
424845,4858667,"RP-NL v1.6.5 (BludexRocketpool)","rocket_pool"
433041,4858717,"RP-GL v1.6.4","rocket_pool"
299198,4858807,"Rocket Pool ⚡️Allnodes","rocket_pool"
313006,4858818,"RP-GL v1.6.5","rocket_pool"
361072,4858886,"RP-GT v1.6.3","rocket_pool"
332120,4858927,"Lighthouse/v3.1.2-01e84b7","rocket_pool"
426305,4859031,"RP-XT v1.6.4","rocket_pool"
412163,4859046,"RP-NL v1.6.4 (&#127795;)","rocket_pool"
332031,4859171,"RP-GL v1.6.5","rocket_pool"
275267,4859263,"RP-GT v1.6.5 (🐼tsunami.eth)","rocket_pool"
261274,4859347,"RP-GL v1.6.5 (Trump is a liar.)","rocket_pool"
436200,4859361,"RP-GL v1.6.5","rocket_pool"
313236,4859375,"RP-GN v1.6.4","rocket_pool"
405642,4859380,"RP-GL v1.6.4 (_.*(TVF)*._)","rocket_pool"
410896,4859389,"xrchz","rocket_pool"
263384,4859393,"RP-NL v1.6.4 (sonicbank.io)","rocket_pool"
256323,4859443,"RP-XT v1.6.4","rocket_pool"
405763,4859490,"RP-XT v1.6.4","rocket_pool"
262946,4859535,"RP-GL v1.6.5","rocket_pool"
430300,4859630,"RP-XT v1.6.4","rocket_pool"
396288,4859744,"RP-XL v1.6.4 gw:648469ff8745","rocket_pool"
261273,4859781,"RP-XL v1.6.5 gw:657486ffb87f","rocket_pool"
307258,4859806,"RP-GT v1.6.4","rocket_pool"
263696,4859889,"RP-NN v1.6.3 gw:683499ffd58f","rocket_pool"
306996,4859912,"RP-GL v1.6.4","rocket_pool"
415622,4860032,"Avado","rocket_pool"
314195,4860049,"RP-GN v1.6.4","rocket_pool"
434332,4860099,"RP-XT v1.6.4","rocket_pool"
399497,4860220,"RP-XT v1.6.4","rocket_pool"
266894,4860226,"RP-XP v1.6.4 (intelligence.org)","rocket_pool"
326586,4860238,"RP-GN v1.6.4","rocket_pool"
285263,4860243,"RP-NL v1.6.4 gw:689489ffebc9","rocket_pool"
299497,4860281,"RP-GL v1.6.4","rocket_pool"
422030,4860471,"RP-XT v1.6.4","rocket_pool"
395772,4860530,"RP-XT v1.6.4","rocket_pool"
332108,4860682,"RP-GL v1.6.5","rocket_pool"
263685,4860700,"RP-GL v1.6.5 (banana kiss)","rocket_pool"
271845,4860771,"RP-GL v1.6.4","rocket_pool"
283171,4860773,"RP-NN v1.6.5 (meek was here)","rocket_pool"
266740,4860792,"RP-GL v1.6.4 gw:641491ffd692","rocket_pool"
416861,4860956,"RP-BL v1.6.5 (D was here)","rocket_pool"
430285,4860969,"RP-XT v1.6.4","rocket_pool"
428063,4861046,"RP-GP v1.6.4 (DokiaCapital)","rocket_pool"
267670,4861049,"RP-GL v1.6.5 gw:652487ffb76f","rocket_pool"
349342,4861071,"Avado Teku","rocket_pool"
293622,4861166,"RP-GL v1.6.3 (RP4LIFE)","rocket_pool"
274678,4861177,"RP-BL v1.6.4 (allsilent)","rocket_pool"
270521,4861223,"Rocket Pool ⚡️Allnodes","rocket_pool"
263375,4861244,"RP-GL v1.6.5","rocket_pool"
263110,4861329,"RP-XL v1.6.3 (mamami googooki)","rocket_pool"
260926,4861349,"RP-GN v1.6.5 gw:679477ff8d68","rocket_pool"
299502,4861599,"RP-GL v1.6.4","rocket_pool"
308770,4861632,"RP-GL v1.6.5","rocket_pool"
303030,4861651,"RP-GL v1.6.5 (wortels)","rocket_pool"
268217,4861876,"Rocket Pool ⚡️Allnodes","rocket_pool"
296623,4861905,"Rocket Pool ⚡️Allnodes","rocket_pool"
431678,4861930,"RP-GT v1.6.5 (-regulator-)","rocket_pool"
405767,4862042,"RP-XT v1.6.4","rocket_pool"
313750,4862099,"RP-NN v1.6.5 (meek was here)","rocket_pool"
326645,4862291,"RP-XL v1.6.4 (wocket pool yay)","rocket_pool"
275825,4862396,"RP-GN v1.6.4","rocket_pool"
304059,4862489,"RP-GL v1.6.4","rocket_pool"
399550,4862826,"RP-XT v1.6.4","rocket_pool"
314294,4862985,"RP-GN v1.6.4","rocket_pool"
430209,4863027,"RP-NP v1.6.5 (autocrossbow)","rocket_pool"
280446,4863097,"Rocket Pool ⚡️Allnodes","rocket_pool"
416693,4863103,"RP-NN v1.6.4 (404BlockNotFound)","rocket_pool"
404905,4863129,"RP-GL v1.6.4 (ps)","rocket_pool"
412763,4863225,"RP-NN v1.6.5 gw:658489ffb371","rocket_pool"
391306,4863319,"","rocket_pool"
287727,4863380,"Rocket Pool ⚡️Allnodes","rocket_pool"
260600,4863384,"RP Lighthouse","rocket_pool"
331508,4863459,"RP-GN v1.6.5 gw:650493ffbc6f","rocket_pool"
261260,4863469,"RP-GN v1.6.5 gw:661503ffbe7c","rocket_pool"
397262,4863482,"Rocket Pool ⚡️Allnodes","rocket_pool"
412990,4863489,"Nimbus/v22.10.0-2d6911-stateofus","rocket_pool"
436114,4863539,"RP-GL v1.6.5","rocket_pool"
432383,4863577,"RP-XT v1.6.4","rocket_pool"
432004,4863619,"RP-XT v1.6.4","rocket_pool"
313405,4864001,"RP-GN v1.6.4","rocket_pool"
430599,4864186,"RP-GL v1.6.5","rocket_pool"
431993,4864199,"RP-XT v1.6.4","rocket_pool"
295379,4864202,"RP-GN v1.6.4","rocket_pool"
388647,4864276,"","rocket_pool"
436105,4864290,"RP-GL v1.6.5","rocket_pool"
285314,4864293,"RP-NN v1.6.5 (meek was here)","rocket_pool"
314848,4864356,"RP-GN v1.6.4","rocket_pool"
293653,4864389,"RP-GL v1.6.4","rocket_pool"
405633,4864420,"RP-GL v1.6.5 (_.*(TVF)*._)","rocket_pool"
393436,4864421,"RP-GL v1.6.4","rocket_pool"
431153,4864430,"RP-GP v1.6.5 (summerbloom)","rocket_pool"
271865,4864514,"RP-NN v1.6.5 (meek was here)","rocket_pool"
312014,4843787,"RP-GL v1.6.4","rocket_pool"
390802,4843831,"RP-GT v1.6.4 gw:648504fffffe","rocket_pool"
313464,4843855,"RP-XL v1.6.3","rocket_pool"
409443,4864781,"Rocket Pool ⚡️Allnodes","rocket_pool"
408883,4865048,"RP-GL v1.6.3","rocket_pool"
268409,4864824,"RP-GL v1.6.5","rocket_pool"
402374,4864878,"RP-GP v1.6.5 (QueRuland)","rocket_pool"
405522,4865101,"RP-GP v1.6.4","rocket_pool"
295933,4864927,"Rocket Pool ⚡️Allnodes","rocket_pool"
299896,4865117,"RP-GL v1.6.5","rocket_pool"
369128,4865705,"RP-NN v1.6.4 (Digital State)","rocket_pool"
260751,4865293,"RP-GL v1.6.3 gw:644499fff4e2","rocket_pool"
332652,4865156,"RP-GL v1.6.5","rocket_pool"
332226,4865157,"RP-GL v1.6.5","rocket_pool"
354471,4865206,"Rocket Pool ⚡️Allnodes","rocket_pool"
396536,4865219,"RP-GP v1.6.3","rocket_pool"
313447,4865709,"RP-GL v1.6.4","rocket_pool"
399230,4865735,"RP-GL v1.6.3","rocket_pool"
393694,4865759,"Rocket Pool ⚡️Allnodes","rocket_pool"
329074,4866094,"RP-GN v1.6.4","rocket_pool"
272650,4866180,"RP-NN v1.6.5 (meek was here)","rocket_pool"
331670,4865968,"Rocket Pool ⚡️Allnodes","rocket_pool"
329557,4865991,"RP-GN v1.6.4","rocket_pool"
276057,4866265,"RP-BL v1.6.4 (allsilent)","rocket_pool"
266288,4866305,"RP-GL v1.6.4 (🐼)","rocket_pool"
267981,4866310,"RP-NL v1.6.5 gw:649488ffbc71","rocket_pool"
314343,4866562,"RP-GN v1.6.4","rocket_pool"
384590,4866407,"RP-GT v1.6.5 (rock001)","rocket_pool"
405830,4866448,"RP-XT v1.6.4","rocket_pool"
279892,4866595,"RP-GT v1.6.5 (🐼tsunami.eth)","rocket_pool"
313170,4866469,"RP-GN v1.6.4","rocket_pool"
306240,4866484,"RP-GL v1.6.4","rocket_pool"
430432,4866617,"RP-GN v1.6.5 gw:665505ffb56a","rocket_pool"
296189,4866802,"RP-BL v1.6.5 (hollywood)","rocket_pool"
355045,4866636,"Rocket Pool ⚡️Allnodes","rocket_pool"
312070,4866719,"RP-GL v1.6.5","rocket_pool"
329555,4866909,"RP-GN v1.6.4","rocket_pool"
295891,4866927,"RP-GN v1.6.4","rocket_pool"
343726,4866934,"Rocket Pool ⚡️Allnodes","rocket_pool"
267679,4866981,"RP-BN v1.6.5","rocket_pool"
405754,4866824,"RP-XT v1.6.4","rocket_pool"
266987,4867012,"RP-GL v1.6.4 gw:669507ffb768","rocket_pool"
412726,4866877,"RP-NN v1.6.5 (<3 Ali&Adrienne)","rocket_pool"
410745,4867209,"RP-GP v1.6.5","rocket_pool"
422138,4867052,"RP-GL v1.6.5","rocket_pool"
400104,4867127,"RP-GL v1.6.5 (D-CLAW)","rocket_pool"
272810,4867131,"RP-GN v1.6.4","rocket_pool"
269745,4867234,"RP-XP v1.6.2","rocket_pool"
274749,4867681,"Rocket Pool ⚡️Allnodes","rocket_pool"
333939,4867315,"RP-GL v1.6.5","rocket_pool"
271576,4867318,"RP-NN v1.6.5 (meek was here)","rocket_pool"
422409,4867340,"RP-NL v1.6.5 gw:659463ff6329","rocket_pool"
273246,4867351,"RP-XP v1.6.5 (Meong1)","rocket_pool"
327853,4867392,"RP-GN v1.6.4","rocket_pool"
313246,4867739,"RP-GN v1.6.4","rocket_pool"
337984,4867686,"RP-BN v1.6.5 (FuriousGeorge)","rocket_pool"
428050,4867695,"","rocket_pool"
331832,4867847,"RP-GL v1.6.5","rocket_pool"
260549,4867812,"RP-BL v1.6.4 (D43d4lu5T3Ch)","rocket_pool"
412312,4867981,"RP Bekin","rocket_pool"
426311,4868328,"RP-XT v1.6.4","rocket_pool"
428050,4867989,"","rocket_pool"
263515,4868008,"RP-XL v1.6.4 (contraband.eth)","rocket_pool"
289569,4868017,"RP-GL v1.6.4","rocket_pool"
267015,4868020,"RP-GL v1.6.2 gw:670484ffffff","rocket_pool"
355666,4868036,"RP-GL v1.6.4 (MuP BaM !!! <3)","rocket_pool"
289366,4868174,"RP-GN v1.6.4 (💕🕺😇💉)","rocket_pool"
271863,4868195,"RP-NN v1.6.5 (meek was here)","rocket_pool"
405979,4868497,"RP-BL v1.6.5 (The Khandan)","rocket_pool"
327948,4868518,"RP-GL v1.6.4","rocket_pool"
267674,4868528,"RP-GL v1.6.5 gw:679482ff9773","rocket_pool"
433039,4868572,"RP-GL v1.6.5","rocket_pool"
411847,4868590,"Rocket Pool ⚡️Allnodes","rocket_pool"
266976,4868617,"🐼 Merged 🐼","rocket_pool"
399530,4868619,"RP-XT v1.6.4","rocket_pool"
331939,4868627,"RP-GL v1.6.4","rocket_pool"
399574,4868632,"RP-XT v1.6.4","rocket_pool"
435861,4868676,"RP-XT v1.6.4","rocket_pool"
278083,4868823,"RP-XT v1.6.3","rocket_pool"
263515,4868826,"RP-XL v1.6.4 (contraband.eth)","rocket_pool"
298902,4868838,"RP-BT v1.6.5 gw:647471ff7835","rocket_pool"
257565,4868861,"RP-GL v1.6.5 (a|||r)","rocket_pool"
260751,4868981,"RP-GL v1.6.3 gw:660492ffb371","rocket_pool"
405595,4869082,"RP-GN v1.6.5 (lorem ipsum)","rocket_pool"
413593,4869164,"Rocket Pool ⚡️Allnodes","rocket_pool"
272125,4869213,"RP-GL v1.6.3","rocket_pool"
302714,4869231,"RP-BT v1.6.5 gw:671468ff9774","rocket_pool"
313098,4869247,"RP-GN v1.6.4","rocket_pool"
290008,4869496,"RP-GL v1.6.5 (thatzfantastic)","rocket_pool"
276506,4869538,"RP-GL v1.6.4","rocket_pool"
403620,4869592,"RP-NL v1.6.5 gw:658498ffad6e","rocket_pool"
406842,4869642,"RP-GP v1.6.4","rocket_pool"
260762,4869765,"RP-GP v1.6.5","rocket_pool"
313330,4869792,"Rocket Pool ⚡️Allnodes","rocket_pool"
290141,4869800,"RP-NL v1.6.4 gw:660467ffa775","rocket_pool"
352794,4869874,"RP-NL v1.6.5","rocket_pool"
270673,4869889,"RP-GL v1.6.5","rocket_pool"
313664,4869906,"RP-NN v1.6.5 (meek was here)","rocket_pool"
263487,4869935,"RP-XT v1.6.4","rocket_pool"
276118,4869993,"RP-GP v1.6.5","rocket_pool"
361072,4869998,"RP-GT v1.6.3","rocket_pool"
269226,4870121,"RP-BT v1.6.5 gw:669474ff9d74","rocket_pool"
260603,4870182,"RP-GL v1.6.5 (superphiz)","rocket_pool"
433976,4870195,"RP-XT v1.6.4","rocket_pool"
313101,4870232,"RP-GN v1.6.4","rocket_pool"
260611,4870248,"RP-GN v1.6.4 (travist.eth)","rocket_pool"
267440,4870277,"RP-GL v1.6.5 (I LOVE MY ANNA)","rocket_pool"
431228,4870281,"RP-GL v1.6.4 (0x1a47d58)","rocket_pool"
432381,4870341,"RP-XT v1.6.4","rocket_pool"
314176,4870382,"RP-GN v1.6.4","rocket_pool"
326599,4870396,"RP-GL v1.6.3","rocket_pool"
428089,4870416,"RP-GP v1.6.5 (DokiaCapital)","rocket_pool"
263906,4870417,"RP-XT v1.6.3","rocket_pool"
325164,4870431,"RP-GL v1.6.3 (rpdarcius)","rocket_pool"
392419,4870524,"Avado Teku","rocket_pool"
436129,4870689,"RP-GL v1.6.5","rocket_pool"
392546,4870695,"RP-GL v1.6.3 (tchairman)","rocket_pool"
304172,4870767,"RP-GL v1.6.4","rocket_pool"
412161,4870773,"RP-NL v1.6.4 (&#127795;)","rocket_pool"
430719,4870820,"RP-XL v1.6.5","rocket_pool"
415787,4870965,"","rocket_pool"
350817,4871020,"Rocket Pool ⚡️Allnodes","rocket_pool"
261251,4871029,"RP-GL v1.6.4 (rocketbulge)","rocket_pool"
257544,4871197,"RP-NN v1.6.5 gw:662461ffd590","rocket_pool"
307258,4871219,"RP-GT v1.6.4","rocket_pool"
294464,4871245,"RP-NL v1.6.5 gw:688477ffe0ac","rocket_pool"
267021,4871250,"RP-GP v1.6.4","rocket_pool"
313751,4871264,"RP-NN v1.6.5 (meek was here)","rocket_pool"
271971,4871335,"RP-GP v1.6.4","rocket_pool"
320689,4871345,"Rocket Pool ⚡️Allnodes","rocket_pool"
430595,4871370,"RP-GL v1.6.5","rocket_pool"
333907,4871492,"RP-XT v1.6.3","rocket_pool"
436226,4871495,"RP-GL v1.6.5","rocket_pool"
289391,4871506,"RP-GP v1.6.4 (Loba)","rocket_pool"
354471,4871677,"Rocket Pool ⚡️Allnodes","rocket_pool"
289558,4871680,"RP-BN v1.6.5 (gunga ginga)","rocket_pool"
434669,4871776,"RP-XT v1.6.4","rocket_pool"
272648,4871856,"RP-NN v1.6.5 (meek was here)","rocket_pool"
268317,4871914,"(o0o Dinochrome Brigade o0o)","rocket_pool"
325620,4872071,"RP-NL v1.6.5 gw:650464fff4e2","rocket_pool"
393752,4872085,"RP-XT v1.6.3","rocket_pool"
431233,4872105,"Rocket Pool ⚡️Allnodes","rocket_pool"
327939,4872215,"RP-GL v1.6.4","rocket_pool"
274585,4872404,"Rocket Pool ⚡️Allnodes","rocket_pool"
362207,4872441,"RP-GL v1.6.5 gw:651497ffe2c5","rocket_pool"
434334,4872523,"RP-XT v1.6.4","rocket_pool"
422819,4872577,"Rocket Pool ⚡️Allnodes","rocket_pool"
268901,4872635,"RP-BT v1.6.5","rocket_pool"
291737,4872733,"RP-GL v1.6.4","rocket_pool"
327931,4872760,"RP-GL v1.6.4","rocket_pool"
405643,4872822,"RP-GL v1.6.5 (_.*(TVF)*._)","rocket_pool"
412046,4872843,"","rocket_pool"
353368,4872854,"RP-GL v1.6.5","rocket_pool"
422141,4872880,"RP-NT v1.6.4 (koalasintherain)","rocket_pool"
435288,4873036,"RP-XT v1.6.4","rocket_pool"
313193,4873051,"RP-GN v1.6.4","rocket_pool"
425189,4873063,"RP-GP v1.6.4 (ChiquitoDCalzada)","rocket_pool"
369129,4873128,"RP-GL v1.6.4 (gigantum)","rocket_pool"
396292,4873232,"RP-XL v1.6.4 gw:676502ff8956","rocket_pool"
306173,4873233,"RP-GL v1.6.4","rocket_pool"
330318,4873340,"RP-GN v1.6.4","rocket_pool"
331944,4873353,"Rocket Pool ⚡️Allnodes","rocket_pool"
268295,4873354,"RP-GL v1.6.5","rocket_pool"
295400,4873367,"RP-GN v1.6.4","rocket_pool"
299109,4873401,"RP-GL v1.6.4","rocket_pool"
292267,4873426,"RP-GL v1.6.4","rocket_pool"
314183,4873429,"RP-GN v1.6.4","rocket_pool"
416863,4873479,"RP-BL v1.6.5 (D was here)","rocket_pool"
272660,4873531,"RP-GL v1.6.4","rocket_pool"
395408,4873540,"RP-GL v1.6.3 (🤖 ERI)","rocket_pool"
267662,4873653,"RP-XL v1.6.4 (poop)","rocket_pool"
434938,4873659,"RP-XT v1.6.4","rocket_pool"
410959,4873704,"RP-GT v1.6.4 (phasers to stun)","rocket_pool"
352919,4873708,"RP-GL v1.6.4 (bfchains)","rocket_pool"
400489,4873750,"RP-GL v1.6.1 (^Best Blocks^)","rocket_pool"
266623,4873910,"RP-GL v1.6.5 gw:648467ffd58f","rocket_pool"
431286,4874062,"RP-BL v1.6.3 (3-2-1-liftoff)","rocket_pool"
299487,4874303,"RP-GL v1.6.4","rocket_pool"
263096,4874365,"RP-GL v1.6.5","rocket_pool"
393467,4874423,"RP-GP v1.6.5","rocket_pool"
305003,4874474,"RP-XL v1.6.3","rocket_pool"
405225,4874524,"RP-GN v1.6.5 (Bankless wuz hur)","rocket_pool"
395804,4874603,"RP-XT v1.6.4","rocket_pool"
296826,4874701,"Rocket Pool ⚡️Allnodes","rocket_pool"
332996,4874708,"RP-GL v1.6.3 (squirrely node)","rocket_pool"
385812,4874764,"RP-BT v1.6.5","rocket_pool"
395781,4874800,"RP-XT v1.6.4","rocket_pool"
312070,4874991,"RP-GL v1.6.5","rocket_pool"
266892,4875040,"RP-GL v1.6.5 gw:657504ffa759","rocket_pool"
399588,4875052,"RP-XT v1.6.4","rocket_pool"
400131,4875080,"RP-NL v1.6.4 (&#127795;)","rocket_pool"
268902,4875105,"RP-GN v1.6.5 gw:654465ff702d","rocket_pool"
332254,4875185,"RP-GL v1.6.5","rocket_pool"
260685,4875226,"Rocket Pool ⚡️Allnodes","rocket_pool"
307538,4875384,"RP-GL v1.6.4","rocket_pool"
432410,4875509,"RP-XT v1.6.4","rocket_pool"
332835,4875736,"RP-GL v1.6.5","rocket_pool"
430346,4875929,"RP-XT v1.6.4","rocket_pool"
332606,4875935,"RP-GL v1.6.5","rocket_pool"
